screen,resource_id,short_id,element_class,text,content_desc,clickable,focusable,scrollable,selected,enabled,bounds,inferred_functionality,automation_note,original_resource_id,original_short_id,mockin_mapping_confidence,mockin_mapping_note
LinkedIn Android - Main/Home page,com.mockin.app:id/feed_list,feed_list,android.view.View,,,true,true,false,false,true,"[0,352][1080,523]",Clickable UI element; purpose inferred from nearby text/description,No resource-id; use content-desc/text/bounds hierarchy fallback,,,medium,Generic home screen container maps to MockIn feed_list.
LinkedIn Android - Main/Home page,com.mockin.app:id/feed_profile_link,feed_profile_link,android.widget.Button,,View Akanksha Kumari’s profile,true,true,false,false,true,"[34,375][169,510]",Open visible member profile,No resource-id; use content-desc/text/bounds hierarchy fallback,,,high,Opening a profile from feed maps to MockIn feed_profile_link.
LinkedIn Android - Main/Home page,com.mockin.app:id/feed_profile_link,feed_profile_link,android.view.View,,Akanksha Kumari Verified Profile 3rd+,false,false,false,false,true,"[192,375][695,428]",Open visible member profile,No resource-id; use content-desc/text/bounds hierarchy fallback,,,high,Opening a profile from feed maps to MockIn feed_profile_link.
LinkedIn Android - Main/Home page,com.mockin.app:id/post_card,post_card,android.widget.TextView,Akanksha Kumari,,false,false,false,false,true,"[192,375][547,428]",Visible text/content element,No resource-id; use content-desc/text/bounds hierarchy fallback,,,medium,Feed/post content maps to MockIn post_card; MockIn lacks exact sub-action for this row.
LinkedIn Android - Main/Home page,com.mockin.app:id/feed_list,feed_list,android.view.View,,  • 3rd+,false,false,false,false,true,"[547,379][695,424]",Accessibility-labeled UI element,No resource-id; use content-desc/text/bounds hierarchy fallback,,,medium,Generic home screen container maps to MockIn feed_list.
LinkedIn Android - Main/Home page,com.mockin.app:id/post_card,post_card,android.widget.TextView,JSW group|                                                                      HOGAN certified|                                                                      Former Officer @ Punjab National Bank,,false,false,false,false,true,"[192,428][842,467]",Visible text/content element,No resource-id; use content-desc/text/bounds hierarchy fallback,,,medium,Feed/post content maps to MockIn post_card; MockIn lacks exact sub-action for this row.
LinkedIn Android - Main/Home page,com.mockin.app:id/feed_list,feed_list,android.view.View,,3d • Edited • Visibility: Global,false,false,false,false,true,"[192,467][842,512]",Accessibility-labeled UI element,No resource-id; use content-desc/text/bounds hierarchy fallback,,,medium,Generic home screen container maps to MockIn feed_list.
LinkedIn Android - Main/Home page,com.mockin.app:id/feed_list,feed_list,android.view.View,,,true,true,false,false,true,"[853,353][1069,488]",Clickable UI element; purpose inferred from nearby text/description,No resource-id; use content-desc/text/bounds hierarchy fallback,,,medium,Generic home screen container maps to MockIn feed_list.
LinkedIn Android - Main/Home page,com.mockin.app:id/feed_list,feed_list,android.view.View,,Follow Akanksha Kumari,false,false,false,false,true,"[853,375][1069,465]",Follow the shown profile/page,No resource-id; use content-desc/text/bounds hierarchy fallback,,,medium,Generic home screen container maps to MockIn feed_list.
LinkedIn Android - Main/Home page,com.mockin.app:id/connect_button,connect_button,android.widget.Button,"We’re Hiring | Senior IR Professional 

JSW Steel is looking for an experienced Industrial… more","We’re Hiring | Senior IR Professional 

JSW Steel is looking for an experienced Industrial Relations leader to drive positive employee relations, collective bargaining, compliance, and stakeholder management.

🎓 Qualification: Master’s in PMIR / IR / LLIR from premier institutes
💼 Experience: 20–25 years in IR with leadership exposure

If you are passionate about building harmonious workplaces in a dynamic manufacturing environment, we’d love to connect with you.

📩 Scan the QR code in the poster to apply.

 Priya Ranjan Kumar

#JSWSteel #Hiring #IndustrialRelations #LeadershipHiring #HRJobs #Manufacturing #CareerOpportunity",true,true,false,false,true,"[0,523][1080,704]",Visible text/content element,No resource-id; use content-desc/text/bounds hierarchy fallback,,,high,Connection action maps to MockIn connect_button.
LinkedIn Android - Main/Home page,com.mockin.app:id/feed_profile_link,feed_profile_link,android.widget.Button,,View image,true,true,false,false,true,"[0,704][1080,2054]",Open image/media viewer for post attachment,No resource-id; use content-desc/text/bounds hierarchy fallback,,,high,Opening a profile from feed maps to MockIn feed_profile_link.
LinkedIn Android - Main/Home page,com.mockin.app:id/feed_list,feed_list,android.view.View,,,true,true,false,false,true,"[34,2033][585,2151]",Clickable UI element; purpose inferred from nearby text/description,No resource-id; use content-desc/text/bounds hierarchy fallback,,,medium,Generic home screen container maps to MockIn feed_list.
LinkedIn Android - Main/Home page,com.mockin.app:id/like_button,like_button,android.widget.TextView,559,559 reactions,false,false,false,false,true,"[124,2077][585,2124]",View/add reactions on post,No resource-id; use content-desc/text/bounds hierarchy fallback,,,high,Post reaction maps to MockIn like_button.
LinkedIn Android - Main/Home page,com.mockin.app:id/feed_profile_link,feed_profile_link,android.widget.Button,12 comments,12 comments,true,true,false,false,true,"[608,2033][848,2151]",Open/view comments for post,No resource-id; use content-desc/text/bounds hierarchy fallback,,,high,Opening a profile from feed maps to MockIn feed_profile_link.
LinkedIn Android - Main/Home page,com.mockin.app:id/post_card,post_card,android.widget.TextView,•,,false,false,false,false,true,"[859,2077][872,2124]",Visible text/content element,No resource-id; use content-desc/text/bounds hierarchy fallback,,,medium,Feed/post content maps to MockIn post_card; MockIn lacks exact sub-action for this row.
LinkedIn Android - Main/Home page,com.mockin.app:id/repost_button,repost_button,android.widget.Button,8 reposts,8 reposts,true,true,false,false,true,"[883,2033][1046,2151]",Open/view reposts for post,No resource-id; use content-desc/text/bounds hierarchy fallback,,,high,Repost action/content maps to MockIn repost_button.
LinkedIn Android - Main/Home page,com.mockin.app:id/feed_list,feed_list,android.view.View,,,true,true,false,false,true,"[34,2151][287,2160]",Clickable UI element; purpose inferred from nearby text/description,No resource-id; use content-desc/text/bounds hierarchy fallback,,,medium,Generic home screen container maps to MockIn feed_list.
LinkedIn Android - Main/Home page,com.mockin.app:id/like_button,like_button,android.view.View,,Reaction button state: no reaction,false,false,false,false,true,"[34,2151][287,2160]",View/add reactions on post,No resource-id; use content-desc/text/bounds hierarchy fallback,,,high,Post reaction maps to MockIn like_button.
LinkedIn Android - Main/Home page,com.mockin.app:id/feed_list,feed_list,android.view.View,,,true,true,false,false,true,"[287,2151][540,2160]",Clickable UI element; purpose inferred from nearby text/description,No resource-id; use content-desc/text/bounds hierarchy fallback,,,medium,Generic home screen container maps to MockIn feed_list.
LinkedIn Android - Main/Home page,com.mockin.app:id/feed_list,feed_list,android.view.View,,,true,true,false,false,true,"[540,2151][793,2160]",Clickable UI element; purpose inferred from nearby text/description,No resource-id; use content-desc/text/bounds hierarchy fallback,,,medium,Generic home screen container maps to MockIn feed_list.
LinkedIn Android - Main/Home page,com.mockin.app:id/feed_list,feed_list,android.view.View,,,true,true,false,false,true,"[793,2151][1046,2160]",Clickable UI element; purpose inferred from nearby text/description,No resource-id; use content-desc/text/bounds hierarchy fallback,,,medium,Generic home screen container maps to MockIn feed_list.
LinkedIn Android - Main/Home page,com.mockin.app:id/feed_list,feed_list,android.widget.LinearLayout,,,true,true,false,false,true,"[0,2160][1080,2340]",Clickable UI element; purpose inferred from nearby text/description,Prefer resource-id locator,com.linkedin.android:id/home_bottom_bar,home_bottom_bar,medium,Generic home screen container maps to MockIn feed_list.
LinkedIn Android - Main/Home page,com.mockin.app:id/feed_list,feed_list,android.widget.ImageView,,,false,false,false,false,true,"[0,2160][1080,2163]",Layout/container or decorative element,Prefer resource-id locator,com.linkedin.android:id/bb_slim_bottom_bar_shadow,bb_slim_bottom_bar_shadow,medium,Generic home screen container maps to MockIn feed_list.
LinkedIn Android - Main/Home page,com.mockin.app:id/feed_list,feed_list,android.widget.FrameLayout,,,false,false,false,false,true,"[0,2163][1080,2298]",Layout/container or decorative element,Prefer resource-id locator,com.linkedin.android:id/bottom_nav_container,bottom_nav_container,medium,Generic home screen container maps to MockIn feed_list.
LinkedIn Android - Main/Home page,com.mockin.app:id/feed_list,feed_list,android.widget.LinearLayout,,,false,false,false,false,true,"[0,2163][1080,2298]",Layout/container or decorative element,Prefer resource-id locator,com.linkedin.android:id/bb_slim_bottom_bar_item_container,bb_slim_bottom_bar_item_container,medium,Generic home screen container maps to MockIn feed_list.
LinkedIn Android - Main/Home page,com.mockin.app:id/home_button,home_button,Tab,,Home 1 of 5,true,true,false,true,true,"[7,2163][220,2298]",Bottom navigation: Home feed tab,Prefer resource-id locator,com.linkedin.android:id/tab_feed,tab_feed,high,Home feed tab maps to MockIn home_button.
LinkedIn Android - Main/Home page,com.mockin.app:id/notifications_page,notifications_page,android.widget.TextView,Home,,false,false,false,true,true,"[76,2248][152,2286]",Visible text/content element,Prefer resource-id locator,com.linkedin.android:id/slim_notification_badge_label,slim_notification_badge_label,medium,Notification content maps to MockIn notifications_page.
LinkedIn Android - Main/Home page,com.mockin.app:id/notifications_page,notifications_page,android.widget.ImageView,,,false,false,false,true,true,"[80,2187][148,2255]",Layout/container or decorative element,Prefer resource-id locator,com.linkedin.android:id/slim_notification_badge_icon,slim_notification_badge_icon,medium,Notification content maps to MockIn notifications_page.
LinkedIn Android - Main/Home page,com.mockin.app:id/notifications_page,notifications_page,android.widget.FrameLayout,,,false,false,false,true,true,"[94,2163][190,2252]",Layout/container or decorative element,Prefer resource-id locator,com.linkedin.android:id/slim_notification_coach_mark,slim_notification_coach_mark,medium,Notification content maps to MockIn notifications_page.
LinkedIn Android - Main/Home page,com.mockin.app:id/network_tab,network_tab,Tab,,My Network 2 of 5,true,true,false,false,true,"[220,2163][433,2298]",Bottom navigation: My Network tab,Prefer resource-id locator,com.linkedin.android:id/tab_relationships,tab_relationships,high,My Network tab maps to MockIn network_tab.
LinkedIn Android - Main/Home page,com.mockin.app:id/network_tab,network_tab,android.widget.TextView,My Network,,false,false,false,false,true,"[252,2248][401,2286]",Bottom navigation: My Network tab,Prefer resource-id locator,com.linkedin.android:id/slim_notification_badge_label,slim_notification_badge_label,high,My Network tab maps to MockIn network_tab.
LinkedIn Android - Main/Home page,com.mockin.app:id/notifications_page,notifications_page,android.widget.ImageView,,,false,false,false,false,true,"[293,2187][361,2255]",Layout/container or decorative element,Prefer resource-id locator,com.linkedin.android:id/slim_notification_badge_icon,slim_notification_badge_icon,medium,Notification content maps to MockIn notifications_page.
LinkedIn Android - Main/Home page,com.mockin.app:id/notifications_page,notifications_page,android.widget.FrameLayout,,,false,false,false,false,true,"[307,2163][403,2252]",Layout/container or decorative element,Prefer resource-id locator,com.linkedin.android:id/slim_notification_coach_mark,slim_notification_coach_mark,medium,Notification content maps to MockIn notifications_page.
LinkedIn Android - Main/Home page,com.mockin.app:id/post_card,post_card,Tab,,Post 3 of 5,true,true,false,false,true,"[433,2163][646,2298]",Bottom navigation: create post,Prefer resource-id locator,com.linkedin.android:id/tab_post,tab_post,low,MockIn has no create-post nav item; closest post-related locator is post_card.
LinkedIn Android - Main/Home page,com.mockin.app:id/notifications_page,notifications_page,android.widget.ImageView,,,false,false,false,false,true,"[506,2187][574,2255]",Layout/container or decorative element,Prefer resource-id locator,com.linkedin.android:id/slim_notification_badge_icon,slim_notification_badge_icon,medium,Notification content maps to MockIn notifications_page.
LinkedIn Android - Main/Home page,com.mockin.app:id/notifications_page,notifications_page,android.widget.TextView,Post,,false,false,false,false,true,"[511,2248][568,2286]",Visible text/content element,Prefer resource-id locator,com.linkedin.android:id/slim_notification_badge_label,slim_notification_badge_label,medium,Notification content maps to MockIn notifications_page.
LinkedIn Android - Main/Home page,com.mockin.app:id/notifications_page,notifications_page,android.widget.FrameLayout,,,false,false,false,false,true,"[520,2163][616,2252]",Layout/container or decorative element,Prefer resource-id locator,com.linkedin.android:id/slim_notification_coach_mark,slim_notification_coach_mark,medium,Notification content maps to MockIn notifications_page.
LinkedIn Android - Main/Home page,com.mockin.app:id/notifications_tab,notifications_tab,Tab,,Notifications 4 of 5,true,true,false,false,true,"[646,2163][859,2298]",Bottom navigation: notifications tab,Prefer resource-id locator,com.linkedin.android:id/tab_notifications,tab_notifications,high,Notifications tab maps to MockIn notifications_tab.
LinkedIn Android - Main/Home page,com.mockin.app:id/notifications_tab,notifications_tab,android.widget.TextView,Notifications,,false,false,false,false,true,"[673,2248][832,2286]",Bottom navigation: notifications tab,Prefer resource-id locator,com.linkedin.android:id/slim_notification_badge_label,slim_notification_badge_label,high,Notifications tab maps to MockIn notifications_tab.
LinkedIn Android - Main/Home page,com.mockin.app:id/notifications_page,notifications_page,android.widget.ImageView,,,false,false,false,false,true,"[719,2187][787,2255]",Layout/container or decorative element,Prefer resource-id locator,com.linkedin.android:id/slim_notification_badge_icon,slim_notification_badge_icon,medium,Notification content maps to MockIn notifications_page.
LinkedIn Android - Main/Home page,com.mockin.app:id/notifications_page,notifications_page,android.widget.FrameLayout,,,false,false,false,false,true,"[733,2163][829,2252]",Layout/container or decorative element,Prefer resource-id locator,com.linkedin.android:id/slim_notification_coach_mark,slim_notification_coach_mark,medium,Notification content maps to MockIn notifications_page.
LinkedIn Android - Main/Home page,,,Tab,,Jobs 5 of 5,true,true,false,false,true,"[859,2163][1072,2298]",Bottom navigation: jobs tab,Prefer resource-id locator,com.linkedin.android:id/tab_jobs,tab_jobs,none,No Jobs equivalent exists in MockIn app.
LinkedIn Android - Main/Home page,com.mockin.app:id/notifications_page,notifications_page,android.widget.ImageView,,,false,false,false,false,true,"[932,2187][1000,2255]",Layout/container or decorative element,Prefer resource-id locator,com.linkedin.android:id/slim_notification_badge_icon,slim_notification_badge_icon,medium,Notification content maps to MockIn notifications_page.
LinkedIn Android - Main/Home page,com.mockin.app:id/notifications_page,notifications_page,android.widget.TextView,Jobs,,false,false,false,false,true,"[935,2248][996,2286]",Visible text/content element,Prefer resource-id locator,com.linkedin.android:id/slim_notification_badge_label,slim_notification_badge_label,medium,Notification content maps to MockIn notifications_page.
LinkedIn Android - Main/Home page,com.mockin.app:id/notifications_page,notifications_page,android.widget.FrameLayout,,,false,false,false,false,true,"[946,2163][1042,2252]",Layout/container or decorative element,Prefer resource-id locator,com.linkedin.android:id/slim_notification_coach_mark,slim_notification_coach_mark,medium,Notification content maps to MockIn notifications_page.
LinkedIn Android - Main/Home page,com.mockin.app:id/feed_profile_link,feed_profile_link,android.view.View,,,false,false,false,false,true,"[0,2163][1080,2169]",Layout/container or decorative element,Prefer resource-id locator,com.linkedin.android:id/bottom_nav_indicator_view,bottom_nav_indicator_view,high,Opening a profile from feed maps to MockIn feed_profile_link.
LinkedIn Android - Main/Home page,com.mockin.app:id/feed_list,feed_list,android.view.View,,,false,false,false,false,true,"[0,2298][1080,2340]",Layout/container or decorative element,Prefer resource-id locator,android:id/navigationBarBackground,navigationBarBackground,medium,Generic home screen container maps to MockIn feed_list.
LinkedIn Android - Search results/typeahead screen,com.mockin.app:id/results_list,results_list,android.widget.LinearLayout,,,false,false,false,false,true,"[0,0][1080,2340]",Android action bar/root container,Prefer resource-id locator,com.linkedin.android:id/action_bar_root,action_bar_root,medium,Generic search screen container maps to MockIn results_list.
LinkedIn Android - Search results/typeahead screen,com.mockin.app:id/results_list,results_list,android.widget.FrameLayout,,,false,false,false,false,true,"[0,0][1080,2340]",Android activity content root,Prefer resource-id locator,android:id/content,content,medium,Generic search screen container maps to MockIn results_list.
LinkedIn Android - Search results/typeahead screen,com.mockin.app:id/results_list,results_list,android.widget.LinearLayout,,,false,false,false,false,true,"[0,0][1080,2340]",LinkedIn main activity root container,Prefer resource-id locator,com.linkedin.android:id/infra_main_activity_root,infra_main_activity_root,medium,Generic search screen container maps to MockIn results_list.
LinkedIn Android - Search results/typeahead screen,com.mockin.app:id/results_list,results_list,android.widget.LinearLayout,,,false,false,false,false,true,"[0,0][1080,2340]",Activity background container,Prefer resource-id locator,com.linkedin.android:id/infra_activity_background,infra_activity_background,medium,Generic search screen container maps to MockIn results_list.
LinkedIn Android - Search results/typeahead screen,com.mockin.app:id/results_list,results_list,android.widget.FrameLayout,,,false,false,false,false,true,"[0,0][1080,2340]",Activity content container,Prefer resource-id locator,com.linkedin.android:id/infra_activity_container,infra_activity_container,medium,Generic search screen container maps to MockIn results_list.
LinkedIn Android - Search results/typeahead screen,com.mockin.app:id/results_list,results_list,android.view.ViewGroup,,,false,false,false,false,true,"[0,0][1080,2340]",Layout/container or decorative element,Prefer resource-id locator,com.linkedin.android:id/search_starter,search_starter,medium,Generic search screen container maps to MockIn results_list.
LinkedIn Android - Search results/typeahead screen,com.mockin.app:id/results_list,results_list,android.view.ViewGroup,,,false,false,false,false,true,"[0,100][1080,235]",Search screen toolbar container,Prefer resource-id locator,com.linkedin.android:id/search_starter_toolbar,search_starter_toolbar,medium,Generic search screen container maps to MockIn results_list.
LinkedIn Android - Search results/typeahead screen,com.mockin.app:id/results_list,results_list,android.widget.ImageButton,,Back,true,true,false,false,true,"[0,100][158,235]",Navigate back from search screen,No resource-id; use content-desc/text/bounds hierarchy fallback,,,medium,Generic search screen container maps to MockIn results_list.
LinkedIn Android - Search results/typeahead screen,com.mockin.app:id/search_input,search_input,android.view.ViewGroup,,,false,false,false,false,true,"[158,122][1035,212]",Layout/container or decorative element,Prefer resource-id locator,com.linkedin.android:id/search_bar,search_bar,high,Search/open-search control maps to MockIn search_input.
LinkedIn Android - Search results/typeahead screen,com.mockin.app:id/search_input,search_input,android.widget.EditText,vinit munjani,,true,true,false,false,true,"[191,122][901,212]",Search input field; type/edit query and submit search,Prefer resource-id locator,com.linkedin.android:id/search_bar_edit_text,search_bar_edit_text,high,LinkedIn search edit field maps to MockIn search_input.
LinkedIn Android - Search results/typeahead screen,com.mockin.app:id/search_input,search_input,android.widget.ImageView,,Clear search box text,true,true,false,false,true,"[935,122][1002,212]",Clear current search text,Prefer resource-id locator,com.linkedin.android:id/search_bar_dismiss_search_keyword_button,search_bar_dismiss_search_keyword_button,high,Search/open-search control maps to MockIn search_input.
LinkedIn Android - Search results/typeahead screen,com.mockin.app:id/results_list,results_list,android.widget.FrameLayout,,,false,false,false,false,true,"[0,235][1080,2340]",Search screen content/results container,Prefer resource-id locator,com.linkedin.android:id/search_starter_child_container,search_starter_child_container,medium,Search result container maps to MockIn results_list.
LinkedIn Android - Search results/typeahead screen,com.mockin.app:id/results_list,results_list,android.view.ViewGroup,,,false,false,false,false,true,"[0,235][1080,2340]",Search typeahead/suggestions container,Prefer resource-id locator,com.linkedin.android:id/search_typeahead_container,search_typeahead_container,medium,Search result container maps to MockIn results_list.
LinkedIn Android - Search results/typeahead screen,com.mockin.app:id/person_result,person_result,androidx.recyclerview.widget.RecyclerView,,,false,true,false,false,true,"[0,235][1080,393]",List of search suggestions/results,Prefer resource-id locator,com.linkedin.android:id/search_typeahead_recycler_view,search_typeahead_recycler_view,high,Search suggestion/result maps to MockIn person_result.
LinkedIn Android - Search results/typeahead screen,com.mockin.app:id/person_result,person_result,android.widget.Button,,"Search suggestion, vinit munjani, Self --, Press enter for search results.",true,true,false,false,true,"[0,257][1080,393]",Open/select search suggestion or press enter for results,Prefer resource-id locator,com.linkedin.android:id/search_typeahead_entity_item,search_typeahead_entity_item,high,Search suggestion/result maps to MockIn person_result.
